epsilon,certificate,pgd,aa,lirpa_alphacrown,lirpa_betacrown,sdp,time_cra,time_pgd,time_aa,time_lirpa_alpha,time_lirpa_beta,time_sdp
0.119,0.0,0,50.5,4.0,44.5,0,0.0,0,0.053,0.339,13.604,0
0.121,0.0,0,49.5,2.5,44.5,0,0.0,0,0.054,0.346,13.613,0
0.123,0.0,0,49.5,2.0,44.0,0,0.0,0,0.055,0.341,14.561,0
0.125,0.0,0,49.0,2.0,42.5,0,0.0,0,0.054,0.34,14.571,0
0.127,0.0,0,48.5,1.5,42.5,0,0.0,0,0.055,0.34,15.529,0
0.129,0.0,0,48.5,1.5,42.0,0,0.0,0,0.056,0.343,16.786,0
0.131,0.0,0,48.0,1.5,41.0,0,0.0,0,0.052,0.339,17.632,0
0.133,0.0,0,48.0,1.5,41.0,0,0.0,0,0.054,0.336,18.91,0
0.135,0.0,0,47.0,1.0,40.5,0,0.0,0,0.052,0.336,19.048,0
0.137,0.0,0,47.0,1.0,39.5,0,0.0,0,0.052,0.338,20.756,0
0.139,0.0,0,47.0,0.5,38.0,0,0.0,0,0.055,0.343,21.39,0
0.141,0.0,0,45.5,0.5,37.0,0,0.0,0,0.052,0.338,20.751,0
0.143,0.0,0,45.0,0.5,36.0,0,0.0,0,0.052,0.335,22.101,0
0.145,0.0,0,45.0,0.0,35.0,0,0.0,0,0.052,0.335,23.084,0
0.147,0.0,0,44.0,0.0,33.5,0,0.0,0,0.054,0.342,24.694,0
0.149,0.0,0,44.0,0.0,33.5,0,0.0,0,0.053,0.338,25.356,0
0.151,0.0,0,43.5,0.0,33.0,0,0.0,0,0.053,0.337,26.48,0
0.153,0.0,0,42.5,0.0,32.0,0,0.0,0,0.053,0.344,27.959,0
0.155,0.0,0,42.5,0.0,31.0,0,0.0,0,0.053,0.34,29.586,0
0.157,0.0,0,42.5,0.0,28.999999999999996,0,0.0,0,0.055,0.341,30.819,0
0.159,0.0,0,42.0,0.0,28.999999999999996,0,0.0,0,0.052,0.334,31.837,0
0.161,0.0,0,41.0,0.0,27.0,0,0.0,0,0.055,0.34,33.567,0
0.163,0.0,0,40.5,0.0,25.0,0,0.0,0,0.051,0.335,34.753,0
0.165,0.0,0,40.5,0.0,20.0,0,0.0,0,0.052,0.338,36.574,0
0.167,0.0,0,40.5,0.0,17.0,0,0.0,0,0.054,0.336,37.81,0
0.169,0.0,0,40.0,0.0,15.5,0,0.0,0,0.054,0.338,38.432,0
0.171,0.0,0,40.0,0.0,14.499999999999998,0,0.0,0,0.054,0.341,38.212,0
0.173,0.0,0,38.5,0.0,13.5,0,0.0,0,0.053,0.34,37.878,0
0.175,0.0,0,38.5,0.0,13.0,0,0.0,0,0.053,0.346,38.778,0
0.177,0.0,0,38.0,0.0,11.0,0,0.0,0,0.052,0.342,37.544,0
0.179,0.0,0,37.0,0.0,10.5,0,0.0,0,0.053,0.332,36.863,0
0.181,0.0,0,36.5,0.0,10.0,0,0.0,0,0.056,0.343,37.662,0
0.183,0.0,0,36.0,0.0,10.0,0,0.0,0,0.054,0.337,38.278,0
0.185,0.0,0,35.0,0.0,8.0,0,0.0,0,0.053,0.339,38.335,0
0.187,0.0,0,35.0,0.0,7.5,0,0.0,0,0.053,0.346,38.9,0
0.189,0.0,0,33.5,0.0,7.000000000000001,0,0.0,0,0.055,0.341,37.03,0
0.191,0.0,0,33.0,0.0,6.5,0,0.0,0,0.054,0.336,36.254,0
0.193,0.0,0,31.5,0.0,5.5,0,0.0,0,0.055,0.34,36.841,0
0.195,0.0,0,31.5,0.0,3.5000000000000004,0,0.0,0,0.053,0.34,36.623,0
0.197,0.0,0,31.5,0.0,3.0,0,0.0,0,0.056,0.341,36.254,0
0.199,0.0,0,30.0,0.0,2.0,0,0.0,0,0.054,0.338,35.23,0
0.201,0.0,0,30.0,0.0,2.0,0,0.0,0,0.053,0.339,35.38,0
0.203,0.0,0,30.0,0.0,2.0,0,0.0,0,0.053,0.337,35.409,0
0.205,0.0,0,29.5,0.0,1.5,0,0.0,0,0.055,0.339,34.341,0
0.205,0.0,0,30.0,0.0,1.5,0,0.0,0,0.054,0.342,34.384,0
0.207,0.0,0,28.999999999999996,0.0,1.5,0,0.0,0,0.051,0.337,33.856,0
0.209,0.0,0,28.000000000000004,0.0,1.5,0,0.0,0,0.051,0.335,32.771,0
0.211,0.0,0,27.500000000000004,0.0,1.0,0,0.0,0,0.051,0.34,32.262,0
0.213,0.0,0,27.0,0.0,1.0,0,0.0,0,0.054,0.338,31.76,0
0.215,0.0,0,27.0,0.0,0.5,0,0.0,0,0.056,0.346,31.86,0
0.305,0.0,0,6.0,0.0,0.0,0,0.0,0,0.054,0.34,6.66,0
