epsilon,certificate,pgd,aa,lirpa_alphacrown,lirpa_betacrown,sdp,time_cra,time_pgd,time_aa,time_lirpa_alpha,time_lirpa_beta,time_sdp
1.45,48.0,0,53.5,1.0,0,46.0,0.0,0,0.116,0.334,0,3.239
1.47,47.5,0,52.0,0.5,0,44.0,0.0,0,0.117,0.335,0,3.195
1.49,47.0,0,50.5,0.5,0,44.0,0.0,0,0.113,0.333,0,3.191
1.51,46.5,0,50.0,0.5,0,44.0,0.0,0,0.115,0.335,0,3.351
1.53,46.5,0,50.0,0.5,0,44.0,0.0,0,0.118,0.336,0,3.096
1.55,46.0,0,50.0,0.5,0,43.5,0.0,0,0.115,0.334,0,3.248
1.57,46.0,0,49.5,0.5,0,42.5,0.0,0,0.116,0.337,0,3.056
1.59,46.0,0,48.0,0.0,0,42.0,0.0,0,0.123,0.337,0,3.097
1.61,46.0,0,48.0,0.0,0,42.0,0.0,0,0.124,0.342,0,3.197
1.61,46.0,0,48.0,0.0,0,42.0,0.0,0,0.116,0.336,0,3.131
1.63,46.0,0,47.0,0.0,0,41.5,0.0,0,0.117,0.338,0,3.036
1.65,45.5,0,46.0,0.0,0,41.5,0.0,0,0.117,0.336,0,3.096
1.67,45.5,0,46.0,0.0,0,40.5,0.0,0,0.119,0.345,0,3.028
1.69,44.0,0,46.0,0.0,0,40.0,0.0,0,0.119,0.336,0,3.001
1.71,44.0,0,46.0,0.0,0,40.0,0.0,0,0.116,0.335,0,2.913
1.73,44.0,0,46.0,0.0,0,38.5,0.0,0,0.124,0.343,0,3.079
1.75,43.5,0,46.0,0.0,0,38.5,0.0,0,0.117,0.336,0,3.005
1.77,43.5,0,46.0,0.0,0,37.5,0.0,0,0.122,0.339,0,2.895
1.79,43.0,0,46.0,0.0,0,37.0,0.0,0,0.12,0.336,0,2.864
1.81,42.0,0,45.5,0.0,0,37.0,0.0,0,0.113,0.338,0,2.807
1.81,42.0,0,45.5,0.0,0,37.0,0.0,0,0.115,0.336,0,2.823
1.83,41.5,0,45.5,0.0,0,35.0,0.0,0,0.116,0.337,0,2.835
1.85,41.5,0,44.0,0.0,0,33.5,0.0,0,0.116,0.336,0,2.845
1.87,41.0,0,44.0,0.0,0,33.5,0.0,0,0.116,0.34,0,2.924
1.89,40.5,0,44.0,0.0,0,33.0,0.0,0,0.116,0.337,0,2.814
1.91,40.5,0,44.0,0.0,0,32.5,0.0,0,0.115,0.334,0,2.715
1.93,40.5,0,44.0,0.0,0,32.5,0.0,0,0.119,0.337,0,2.776
1.95,40.5,0,44.0,0.0,0,32.0,0.0,0,0.117,0.34,0,2.886
1.97,39.0,0,43.0,0.0,0,32.0,0.0,0,0.117,0.344,0,2.758
1.99,38.5,0,41.5,0.0,0,32.0,0.0,0,0.118,0.333,0,2.691
2.01,38.0,0,41.5,0.0,0,32.0,0.0,0,0.112,0.335,0,2.78
2.03,37.0,0,41.5,0.0,0,31.0,0.0,0,0.117,0.338,0,2.802
2.05,36.5,0,41.5,0.0,0,31.0,0.0,0,0.118,0.34,0,2.708
2.07,36.0,0,41.5,0.0,0,30.0,0.0,0,0.117,0.338,0,2.696
2.09,36.0,0,41.0,0.0,0,28.499999999999996,0.0,0,0.113,0.333,0,2.727
2.11,35.0,0,39.5,0.0,0,28.499999999999996,0.0,0,0.115,0.34,0,2.752
2.13,34.5,0,39.0,0.0,0,28.000000000000004,0.0,0,0.115,0.338,0,2.574
2.15,34.0,0,38.0,0.0,0,27.0,0.0,0,0.112,0.335,0,2.721
2.17,34.0,0,37.5,0.0,0,27.0,0.0,0,0.123,0.338,0,2.661
2.19,34.0,0,37.0,0.0,0,26.5,0.0,0,0.118,0.346,0,2.724
