epsilon,certificate,pgd,aa,lirpa_alphacrown,lirpa_betacrown,sdp,time_cra,time_pgd,time_aa,time_lirpa_alpha,time_lirpa_beta,time_sdp
1.85,41.5,0,43.5,0.0,0,36.0,0.0,0,0.107,0.379,0,3.155
1.87,41.5,0,43.0,0.0,0,36.0,0.0,0,0.115,0.385,0,3.327
1.89,40.5,0,43.0,0.0,0,36.0,0.0,0,0.111,0.379,0,3.185
1.91,40.5,0,43.0,0.0,0,35.5,0.0,0,0.109,0.379,0,3.144
1.93,40.0,0,43.0,0.0,0,35.5,0.0,0,0.111,0.382,0,3.177
1.95,40.0,0,43.0,0.0,0,34.0,0.0,0,0.109,0.378,0,3.197
1.97,40.0,0,42.5,0.0,0,33.0,0.0,0,0.11,0.384,0,3.068
1.99,40.0,0,42.5,0.0,0,32.5,0.0,0,0.109,0.383,0,3.067
2.01,40.0,0,42.5,0.0,0,32.0,0.0,0,0.111,0.384,0,3.107
2.03,39.0,0,42.0,0.0,0,31.0,0.0,0,0.111,0.385,0,3.145
2.05,38.0,0,42.0,0.0,0,30.0,0.0,0,0.115,0.381,0,3.04
2.07,37.5,0,42.0,0.0,0,30.0,0.0,0,0.114,0.382,0,3.237
2.09,37.0,0,41.5,0.0,0,30.0,0.0,0,0.116,0.383,0,3.091
2.11,37.0,0,41.5,0.0,0,30.0,0.0,0,0.108,0.378,0,2.957
2.13,36.5,0,41.0,0.0,0,29.5,0.0,0,0.113,0.378,0,2.986
2.15,36.0,0,40.0,0.0,0,28.999999999999996,0.0,0,0.111,0.38,0,2.981
2.17,36.0,0,40.0,0.0,0,28.499999999999996,0.0,0,0.112,0.376,0,3.035
2.19,36.0,0,39.0,0.0,0,28.499999999999996,0.0,0,0.117,0.384,0,3.011
