epsilon,certificate,pgd,aa,lirpa_alphacrown,lirpa_betacrown,sdp,time_cra,time_pgd,time_aa,time_lirpa_alpha,time_lirpa_beta,time_sdp
1.83,38.5,0,46.0,0.0,0,38.5,0.0,0,0.104,0.151,0,2.011
1.85,38.0,0,46.0,0.0,0,38.0,0.0,0,0.103,0.156,0,2.074
1.87,37.5,0,45.5,0.0,0,37.0,0.0,0,0.105,0.154,0,2.103
1.89,37.5,0,45.5,0.0,0,36.5,0.0,0,0.107,0.154,0,2.151
1.91,36.0,0,45.0,0.0,0,35.5,0.0,0,0.102,0.152,0,2.157
1.93,35.5,0,44.0,0.0,0,35.5,0.0,0,0.103,0.154,0,2.167
1.95,35.0,0,43.5,0.0,0,34.0,0.0,0,0.103,0.156,0,2.191
1.97,34.0,0,41.5,0.0,0,34.0,0.0,0,0.106,0.158,0,2.231
1.99,34.0,0,41.5,0.0,0,34.0,0.0,0,0.107,0.156,0,2.219
2.01,34.0,0,40.5,0.0,0,34.0,0.0,0,0.103,0.156,0,2.186
2.03,33.5,0,40.5,0.0,0,34.0,0.0,0,0.107,0.155,0,2.167
2.05,33.5,0,40.5,0.0,0,33.5,0.0,0,0.104,0.152,0,2.155
2.07,33.5,0,40.5,0.0,0,33.5,0.0,0,0.101,0.152,0,2.175
2.09,33.5,0,40.5,0.0,0,33.0,0.0,0,0.106,0.154,0,2.197
2.11,33.5,0,40.5,0.0,0,32.5,0.0,0,0.1,0.152,0,2.14
2.13,32.5,0,40.5,0.0,0,32.5,0.0,0,0.102,0.153,0,2.194
2.15,32.5,0,40.5,0.0,0,32.0,0.0,0,0.105,0.158,0,2.24
2.17,32.5,0,40.0,0.0,0,32.0,0.0,0,0.108,0.157,0,2.239
2.19,31.5,0,40.0,0.0,0,32.0,0.0,0,0.102,0.158,0,2.159
