epsilon,certificate,pgd,aa,lirpa_alphacrown,lirpa_betacrown,sdp,time_cra,time_pgd,time_aa,time_lirpa_alpha,time_lirpa_beta,time_sdp
0.205,0.0,0,28.499999999999996,0.0,0.0,0,0.0,0,0.042,0.157,34.325,0
0.209,0.0,0,27.500000000000004,0.0,0.0,0,0.0,0,0.041,0.156,32.521,0
0.213,0.0,0,26.5,0.0,0.0,0,0.0,0,0.043,0.158,31.908,0
0.217,0.0,0,25.5,0.0,0.0,0,0.0,0,0.043,0.155,30.727,0
0.221,0.0,0,25.5,0.0,0.0,0,0.0,0,0.043,0.157,30.128,0
0.225,0.0,0,25.0,0.0,0.0,0,0.0,0,0.042,0.157,30.124,0
0.229,0.0,0,24.5,0.0,0.0,0,0.0,0,0.041,0.156,28.913,0
0.233,0.0,0,22.5,0.0,0.0,0,0.0,0,0.042,0.158,27.105,0
0.237,0.0,0,22.0,0.0,0.0,0,0.0,0,0.041,0.154,26.523,0
0.241,0.0,0,20.5,0.0,0.0,0,0.0,0,0.041,0.155,24.1,0
0.245,0.0,0,19.0,0.0,0.0,0,0.0,0,0.043,0.16,22.892,0
0.249,0.0,0,19.0,0.0,0.0,0,0.0,0,0.042,0.154,21.69,0
0.253,0.0,0,16.5,0.0,0.0,0,0.0,0,0.041,0.155,19.283,0
0.257,0.0,0,15.5,0.0,0.0,0,0.0,0,0.041,0.155,18.677,0
0.261,0.0,0,14.000000000000002,0.0,0.0,0,0.0,0,0.044,0.155,16.876,0
0.265,0.0,0,13.0,0.0,0.0,0,0.0,0,0.042,0.157,15.673,0
0.269,0.0,0,10.5,0.0,0.0,0,0.0,0,0.043,0.157,12.059,0
0.273,0.0,0,8.5,0.0,0.0,0,0.0,0,0.042,0.156,10.257,0
0.277,0.0,0,8.5,0.0,0.0,0,0.0,0,0.042,0.157,10.248,0
0.281,0.0,0,8.0,0.0,0.0,0,0.0,0,0.042,0.158,9.649,0
0.285,0.0,0,6.0,0.0,0.0,0,0.0,0,0.043,0.157,7.24,0
0.289,0.0,0,5.5,0.0,0.0,0,0.0,0,0.043,0.156,6.64,0
0.293,0.0,0,4.5,0.0,0.0,0,0.0,0,0.042,0.156,4.833,0
0.297,0.0,0,4.0,0.0,0.0,0,0.0,0,0.042,0.158,4.83,0
0.305,0.0,0,3.0,0.0,0.0,0,0.0,0,0.041,0.157,1.821,0
