epsilon,certificate,pgd,aa,lirpa_alphacrown,lirpa_betacrown,sdp,time_cra,time_pgd,time_aa,time_lirpa_alpha,time_lirpa_beta,time_sdp
0.005,85.5,0,88.0,88.0,88.0,0,0.0,0,0.059,1.367,0.49,0
0.105,0.0,0,66.0,33.5,61.5,0,0.0,0,0.06,2.322,7.865,0
0.205,0.0,0,31.5,0.0,5.5,0,0.0,0,0.058,2.678,33.814,0
0.305,0.0,0,0.5,0.0,0.0,0,0.0,0,0.06,2.753,0.623,0
