epsilon,certificate,pgd,aa,lirpa_alphacrown,lirpa_betacrown,sdp,time_cra,time_pgd,time_aa,time_lirpa_alpha,time_lirpa_beta,time_sdp
0.141,0.0,0,45.5,0.0,37.5,0,0.0,0,0.05,0.382,20.433,0
0.145,0.0,0,44.5,0.0,36.5,0,0.0,0,0.05,0.386,22.536,0
0.149,0.0,0,43.5,0.0,34.0,0,0.0,0,0.052,0.382,25.494,0
0.153,0.0,0,43.0,0.0,31.0,0,0.0,0,0.049,0.378,27.941,0
0.157,0.0,0,42.0,0.0,28.000000000000004,0,0.0,0,0.05,0.38,30.71,0
0.161,0.0,0,42.0,0.0,27.0,0,0.0,0,0.049,0.376,33.774,0
0.165,0.0,0,41.5,0.0,23.5,0,0.0,0,0.05,0.387,36.655,0
0.169,0.0,0,41.0,0.0,18.5,0,0.0,0,0.05,0.38,37.636,0
0.173,0.0,0,39.0,0.0,15.0,0,0.0,0,0.05,0.382,38.209,0
0.177,0.0,0,38.5,0.0,11.5,0,0.0,0,0.051,0.389,39.556,0
0.181,0.0,0,37.0,0.0,8.5,0,0.0,0,0.052,0.382,39.486,0
0.185,0.0,0,37.0,0.0,8.0,0,0.0,0,0.049,0.381,40.501,0
0.189,0.0,0,36.5,0.0,6.5,0,0.0,0,0.049,0.378,39.587,0
0.193,0.0,0,34.5,0.0,5.5,0,0.0,0,0.051,0.381,39.178,0
0.197,0.0,0,33.0,0.0,3.5000000000000004,0,0.0,0,0.05,0.381,38.119,0
0.201,0.0,0,32.5,0.0,3.0,0,0.0,0,0.05,0.383,37.403,0
0.205,0.0,0,31.5,0.0,2.5,0,0.0,0,0.05,0.383,37.112,0
0.205,0.0,0,31.5,0.0,2.5,0,0.0,0,0.053,0.385,37.15,0
0.209,0.0,0,30.0,0.0,1.5,0,0.0,0,0.05,0.378,35.063,0
0.213,0.0,0,29.5,0.0,1.0,0,0.0,0,0.052,0.383,35.312,0
0.217,0.0,0,28.499999999999996,0.0,0.5,0,0.0,0,0.051,0.384,33.631,0
0.221,0.0,0,27.0,0.0,0.5,0,0.0,0,0.049,0.381,31.297,0
0.225,0.0,0,26.0,0.0,0.5,0,0.0,0,0.05,0.384,30.794,0
0.229,0.0,0,25.0,0.0,0.0,0,0.0,0,0.051,0.383,28.381,0
0.233,0.0,0,24.0,0.0,0.0,0,0.0,0,0.05,0.381,27.22,0
0.237,0.0,0,22.0,0.0,0.0,0,0.0,0,0.05,0.384,25.986,0
0.241,0.0,0,20.5,0.0,0.0,0,0.0,0,0.051,0.383,24.159,0
0.245,0.0,0,19.5,0.0,0.0,0,0.0,0,0.051,0.384,22.957,0
0.249,0.0,0,18.5,0.0,0.0,0,0.0,0,0.05,0.378,21.768,0
0.253,0.0,0,18.0,0.0,0.0,0,0.0,0,0.05,0.382,20.558,0
0.257,0.0,0,17.0,0.0,0.0,0,0.0,0,0.05,0.381,20.499,0
0.261,0.0,0,16.5,0.0,0.0,0,0.0,0,0.049,0.379,19.93,0
0.265,0.0,0,15.5,0.0,0.0,0,0.0,0,0.051,0.392,19.34,0
0.269,0.0,0,15.5,0.0,0.0,0,0.0,0,0.049,0.378,15.117,0
0.273,0.0,0,13.5,0.0,0.0,0,0.0,0,0.05,0.382,14.507,0
0.277,0.0,0,12.5,0.0,0.0,0,0.0,0,0.05,0.377,13.917,0
0.281,0.0,0,11.5,0.0,0.0,0,0.0,0,0.051,0.385,12.101,0
0.285,0.0,0,10.5,0.0,0.0,0,0.0,0,0.051,0.381,11.506,0
0.289,0.0,0,9.5,0.0,0.0,0,0.0,0,0.05,0.381,10.29,0
0.293,0.0,0,9.0,0.0,0.0,0,0.0,0,0.05,0.381,7.264,0
0.297,0.0,0,7.000000000000001,0.0,0.0,0,0.0,0,0.053,0.388,6.659,0
0.305,0.0,0,5.0,0.0,0.0,0,0.0,0,0.049,0.379,5.453,0
