epsilon,certificate,pgd,aa,lirpa_alphacrown,lirpa_betacrown,sdp,time_cra,time_pgd,time_aa,time_lirpa_alpha,time_lirpa_beta,time_sdp
0.0,88.0,0,88.0,88.0,0,88.0,0.0,0,0.121,0.097,0,5.127
0.2,85.5,0,85.5,76.0,0,85.5,0.0,0,0.119,1.897,0,5.008
0.41,78.5,0,81.0,30.5,0,78.5,0.0,0,0.121,2.745,0,6.487
0.61,75.0,0,77.5,1.5,0,73.0,0.0,0,0.124,2.755,0,6.731
0.81,71.0,0,72.0,0.0,0,68.0,0.0,0,0.116,2.749,0,6.472
1.0,67.0,0,70.0,0.0,0,64.0,0.0,0,0.12,2.755,0,6.437
1.21,63.0,0,66.5,0.0,0,58.5,0.0,0,0.12,2.75,0,6.776
1.4,56.99999999999999,0,64.0,0.0,0,52.5,0.0,0,0.115,2.748,0,7.205
1.61,50.5,0,59.0,0.0,0,44.0,0.0,0,0.118,2.752,0,7.659
1.81,46.5,0,52.0,0.0,0,37.5,0.0,0,0.123,2.75,0,8.131
